House_Type,Family_Members,Number_of_Rooms,Daily_Appliance_Usage_Count,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Usage_Hours,Washing_Machine_Usage_Hours,Water_Motor_Usage_Hours,Lighting_Hours,Outdoor_Temperature_C,Day_of_Week,Season,Is_Holiday,Daily_Electricity_Consumption_kWh,House_Type_Encoded,Day_of_Week_Encoded,Season_Encoded,Family_Members_Scaled,Number_of_Rooms_Scaled,Daily_Appliance_Usage_Count_Scaled,AC_Usage_Hours_Scaled,Fan_Usage_Hours_Scaled,Refrigerator_Usage_Hours_Scaled,Washing_Machine_Usage_Hours_Scaled,Water_Motor_Usage_Hours_Scaled,Lighting_Hours_Scaled,Outdoor_Temperature_C_Scaled
Independent House,4,5,12,10.08,10.07,24,2.3,1.85,9.14,30.5,Tuesday,Summer,1,29.08,1,5,1,-0.028478554847755435,0.426957750327383,1.0422031211238738,1.8647674202673186,0.9318066720920184,0.0,2.6413008105706983,0.8192224350864933,1.8714416335025272,0.4215247986733919
Apartment,1,2,8,8.41,10.95,24,1.0,1.09,6.26,33.8,Monday,Summer,1,16.53,0,1,1,-1.529375364391619,-1.18342448011439,-0.2674769730868907,1.3698566040649893,1.1675036745182832,0.0,0.6983732427939013,-0.6117590823023109,0.006326645392360861,0.7112952352193725
Independent House,5,6,8,3.65,4.49,24,0.66,2.12,8.66,26.7,Thursday,Spring/Autumn,0,15.48,1,4,0,0.47182038166686574,0.9637518271413074,-0.2674769730868907,-0.04078739900272726,-0.5627265932927075,0.0,0.19022295583689294,1.3275974478430421,1.5605891354841661,0.0878497505295349
Apartment,1,4,14,8.4,9.52,24,1.24,0.95,6.99,39.1,Sunday,Summer,1,19.31,0,3,1,-1.529375364391619,-0.10983632648654133,1.697043168229256,1.3668930662434187,0.7844960455756026,0.0,1.0570675629988484,-0.8753609407686698,0.47908148612861845,1.1766841181568575
Independent House,2,6,10,0.58,0.54,24,0.0,1.93,6.06,17.0,Thursday,Winter,0,6.66,1,4,2,-1.0290764278769977,0.9637518271413074,0.3873630740184915,-0.9505935102249731,-1.6206847291833288,0.0,-0.7961864247267118,0.9698520684958408,-0.12319522878195634,-0.7638997144692576
Independent House,3,4,13,5.26,5.67,24,1.06,0.94,5.34,31.5,Thursday,Summer,0,14.06,1,4,1,-0.5287774913623766,-0.10983632648654133,1.3696231446765648,0.4363421902701769,-0.24667834003930675,0.0,0.7880468228451383,-0.8941896449448382,-0.5894739758094977,0.5093340218691437
Villa,6,7,9,8.77,7.62,24,0.64,1.4,8.39,41.8,Saturday,Summer,1,21.37,2,2,1,0.9721193181814869,1.5005459039552316,0.05994305046580039,1.4765439656415391,0.275604790337076,0.0,0.16033176248648065,-0.028069252841088462,1.3857346053488382,1.413769020785387
Apartment,7,2,13,0.18,3.22,24,0.68,0.58,7.1,8.9,Sunday,Winter,1,32.35,0,3,2,1.4724182546961082,-1.18342448011439,1.3696231446765648,-1.0691350230878063,-0.9028802217942491,0.0,0.22011414918730524,-1.5720229952869034,0.5503185169244925,-1.4751544223548472
Apartment,5,4,11,6.22,10.57,24,1.35,1.57,6.27,35.5,Thursday,Summer,0,17.92,0,4,1,0.47182038166686574,-0.10983632648654133,0.7147830975711826,0.7208418211409768,1.0657254234705782,0.0,1.2214691264261162,0.2920187181537759,0.012802739101076578,0.860570914652151
Independent House,1,3,8,1.92,6.77,24,0.0,1.28,3.17,17.2,Tuesday,Spring/Autumn,0,7.94,1,5,0,-1.529375364391619,-0.6466304033004656,-0.2674769730868907,-0.5534794421344814,0.047942912993524434,0.0,-0.7961864247267118,-0.25401370295510994,-1.9947863106008379,-0.7463378698301073
Apartment,7,2,14,5.07,11.01,24,0.53,0.84,4.45,36.9,Wednesday,Summer,0,14.39,0,6,1,1.4724182546961082,-1.18342448011439,1.697043168229256,0.3800349716603312,1.1835739246837105,0.0,-0.0040698009407867585,-1.082476686706523,-1.1658463158852084,0.9835038271262033
Independent House,5,5,7,1.54,4.51,24,0.8,1.33,8.0,25.7,Saturday,Spring/Autumn,1,9.87,1,2,0,0.47182038166686574,0.426957750327383,-0.5948969966395818,-0.6660938793541731,-0.5573698432375652,0.0,0.3994613092897788,-0.15987018207426748,1.1331669507089195,4.0527333783088164e-05
Villa,7,8,5,6.1,11.31,24,0.6,1.85,8.49,34.1,Wednesday,Summer,0,21.13,2,6,1,1.4724182546961082,2.037339980769156,-1.249737043744964,0.6852793672821268,1.2639251755108465,0.0,0.10054937578565609,0.8192224350864933,1.4504955424359967,0.7376380021780985
Apartment,7,2,9,0.56,3.94,24,0.0,0.6,7.07,22.5,Wednesday,Winter,0,6.41,0,6,2,1.4724182546961082,-1.18342448011439,0.05994305046580039,-0.9565205858681147,-0.7100372198091232,0.0,-0.7961864247267118,-1.5343655869345663,0.5308902357983454,-0.28094898689262265
Apartment,3,2,6,8.54,11.11,24,1.4,1.57,5.09,41.4,Thursday,Summer,0,20.99,0,4,1,-0.5287774913623766,-1.18342448011439,-0.9223170201922729,1.40838259574541,1.2103576749594223,0.0,1.2961971098021465,0.2920187181537759,-0.751376318527394,1.3786453315070866
Independent House,2,4,7,1.63,0.0,24,0.0,1.89,9.31,15.8,Wednesday,Winter,0,7.78,1,6,2,-1.0290764278769977,-0.10983632648654133,-0.5948969966395818,-0.6394220389600356,-1.7653169806721734,0.0,-0.7961864247267118,0.8945372517911668,1.9815352265506967,-0.8692707823041598
Villa,4,9,5,5.3,9.56,24,0.0,1.77,6.79,42.8,Saturday,Summer,1,17.88,2,2,1,-0.028478554847755435,2.5741340575830804,-1.249737043744964,0.4481963415564602,0.7952095456858876,0.0,-0.7961864247267118,0.6685928016771453,0.3495596119543013,1.501578243981139
Independent House,2,4,10,0.01,7.63,24,0.0,0.89,5.71,32.5,Saturday,Spring/Autumn,1,5.83,1,2,0,-1.0290764278769977,-0.10983632648654133,0.3873630740184915,-1.1195151660545106,0.27828316536464714,0.0,-0.7961864247267118,-0.9883331658256805,-0.349858508587011,0.5971432450648955
Apartment,6,2,9,2.18,5.6,24,3.0,0.35,4.03,27.9,Tuesday,Spring/Autumn,0,9.42,0,5,0,0.9721193181814869,-1.18342448011439,0.05994305046580039,-0.4764274587736397,-0.2654269652323052,0.0,3.687492577835128,-2.005083191338778,-1.4378422516512743,0.19322081836443702
Independent House,4,4,6,4.59,9.47,24,1.09,0.95,5.65,34.1,Wednesday,Summer,0,13.91,1,6,1,-0.028478554847755435,-0.10983632648654133,-0.9223170201922729,0.23778515622493107,0.7711041704377469,0.0,0.8328836128707566,-0.8753609407686698,-0.38871507083930584,0.7376380021780985
Independent House,3,6,8,6.39,9.52,24,0.0,1.68,7.02,37.3,Monday,Summer,0,16.24,1,1,1,-0.5287774913623766,0.9637518271413074,-0.2674769730868907,0.7712219641076811,0.7844960455756026,0.0,-0.7961864247267118,0.49913446409162887,0.4985097672547656,1.018627516404504
Apartment,1,2,10,5.74,11.92,24,0.0,1.13,4.62,35.6,Saturday,Summer,1,13.82,0,2,1,-1.529375364391619,-1.18342448011439,0.3873630740184915,0.578592005705577,1.427306052192689,0.0,-0.7961864247267118,-0.5364442655976374,-1.055752722837039,0.8693518369717262
Apartment,5,2,14,6.19,8.93,24,1.38,1.35,7.26,37.1,Monday,Summer,0,16.87,0,1,1,0.47182038166686574,-1.18342448011439,1.697043168229256,0.7119512076762645,0.6264719189489022,0.0,1.2663059164517343,-0.1222127737219305,0.6539360162639463,1.0010656717653539
Independent House,3,6,10,9.12,11.27,24,0.0,1.81,5.2,33.2,Sunday,Summer,1,20.42,1,3,1,-0.5287774913623766,0.9637518271413074,0.3873630740184915,1.5802677893965182,1.2532116754005616,0.0,-0.7961864247267118,0.7439076183818193,-0.6801392877315194,0.658609701301922
Apartment,5,3,5,7.29,12.41,24,1.01,0.89,7.13,37.3,Wednesday,Summer,0,18.36,0,6,1,0.47182038166686574,-0.6466304033004656,-1.249737043744964,1.0379403680490562,1.5585464285436776,0.0,0.7133188394691075,-0.9883331658256805,0.5697467980506402,1.018627516404504
Villa,6,6,14,3.33,1.41,24,0.67,1.69,7.05,5.8,Monday,Winter,0,12.45,2,1,2,0.9721193181814869,0.9637518271413074,1.697043168229256,-0.13562060929299388,-1.387666101784635,0.0,0.2051685525120991,0.5179631682677974,0.5179380483809133,-1.7473630142616778
Independent House,6,6,14,1.43,1.5,24,0.92,1.34,8.54,8.6,Wednesday,Winter,0,9.67,1,6,2,0.9721193181814869,0.9637518271413074,1.697043168229256,-0.6986927953914522,-1.3635607265364944,0.0,0.5788084693922524,-0.14104147789809898,1.482876010979575,-1.5014971893135731
Independent House,1,6,13,8.31,7.46,24,0.74,1.02,5.88,38.0,Sunday,Summer,1,19.61,1,3,1,-1.529375364391619,0.9637518271413074,1.3696231446765648,1.3402212258492812,0.2327507898959369,0.0,0.3097877292385419,-0.7435600115354903,-0.23976491553884152,1.0800939726415304
Villa,1,7,9,0.84,1.83,24,1.74,2.27,6.57,16.8,Wednesday,Winter,0,7.3,2,6,2,-1.529375364391619,1.5005459039552316,0.05994305046580039,-0.8735415268641314,-1.275174350626645,0.0,1.804347396759155,1.610028010485569,0.20708555036255266,-0.781461559108408
Independent House,1,6,4,3.35,6.5,24,0.61,1.64,3.75,29.8,Thursday,Spring/Autumn,1,10.79,1,4,0,-1.529375364391619,0.9637518271413074,-1.5771570672976551,-0.1296935336498522,-0.024373212750897672,0.0,0.11549497246086222,0.42381964738695493,-1.6191728754953183,0.36005834243636564
Apartment,5,4,5,1.44,8.37,24,0.0,0.76,4.54,17.6,Friday,Spring/Autumn,0,8.48,0,0,0,0.47182038166686574,-0.10983632648654133,-1.249737043744964,-0.6957292575698815,0.4764829174049153,0.0,-0.7961864247267118,-1.2331063201158707,-1.1075614725067657,-0.7112141805518064
Independent House,1,4,7,0.08,4.39,24,0.0,1.56,5.56,8.3,Wednesday,Winter,0,5.07,1,6,2,-1.529375364391619,-0.10983632648654133,-0.5948969966395818,-1.0987704013035147,-0.5895103435684196,0.0,-0.7961864247267118,0.2731900139776074,-0.44699991421774904,-1.5278399562722984
Apartment,7,2,6,0.63,2.54,24,0.0,1.37,7.17,17.0,Tuesday,Winter,0,8.39,0,5,2,1.4724182546961082,-1.18342448011439,-0.9223170201922729,-0.935775821117119,-1.0850097236690903,0.0,-0.7961864247267118,-0.08455536536959352,0.5956511728855036,-0.7638997144692576
Independent House,3,6,7,9.43,7.53,24,0.0,2.36,4.78,25.7,Monday,Summer,0,24.07,1,1,1,-0.5287774913623766,0.9637518271413074,-0.5948969966395818,1.6721374618652143,0.2514994150889353,0.0,-0.7961864247267118,1.7794863480710852,-0.9521352234975852,4.0527333783088164e-05
Independent House,7,3,9,2.26,6.0,24,0.0,1.14,5.79,27.5,Friday,Spring/Autumn,1,9.95,1,0,0,1.4724182546961082,-0.6466304033004656,0.05994305046580039,-0.4527191562010731,-0.15829196412945734,0.0,-0.7961864247267118,-0.5176155614214688,-0.29804975891728414,0.1580971290861364
Apartment,2,2,9,7.52,9.86,24,0.0,0.69,5.85,25.7,Thursday,Summer,0,15.15,0,4,1,-1.0290764278769977,-1.18342448011439,0.05994305046580039,1.1061017379451852,0.8755607965130232,0.0,-0.7961864247267118,-1.3649072493490502,-0.25919319666498924,4.0527333783088164e-05
Apartment,3,4,4,5.82,11.54,24,0.0,1.48,5.91,38.0,Tuesday,Summer,0,14.23,0,5,1,-0.5287774913623766,-0.10983632648654133,-1.5771570672976551,0.6023003082781437,1.3255278011449836,0.0,-0.7961864247267118,0.12256038056825948,-0.2203366344126938,1.0800939726415304
Apartment,3,4,5,0.67,1.61,24,0.0,1.21,8.08,13.1,Thursday,Winter,0,6.42,0,4,2,-0.5287774913623766,-0.10983632648654133,-1.249737043744964,-0.9239216698308356,-1.3340986012332112,0.0,-0.7961864247267118,-0.3858146321882894,1.1849757003786465,-1.1063556849326897
Apartment,4,3,14,1.54,4.93,24,0.0,1.38,3.13,13.7,Friday,Spring/Autumn,0,8.32,0,0,0,-0.028478554847755435,-0.6466304033004656,1.697043168229256,-0.6660938793541731,-0.4448780920795751,0.0,-0.7961864247267118,-0.06572666119342545,-2.020690685435701,-1.0536701510152386
Apartment,4,2,8,0.07,3.01,24,0.55,1.13,4.54,7.1,Saturday,Winter,1,6.26,0,2,2,-0.028478554847755435,-1.18342448011439,-0.2674769730868907,-1.1017339391250855,-0.9591260973732443,0.0,0.02582139240962553,-0.5364442655976374,-1.1075614725067657,-1.6332110241072009
Apartment,7,2,4,3.34,4.82,24,0.6,1.55,4.89,16.6,Thursday,Spring/Autumn,0,12.19,0,4,0,1.4724182546961082,-1.18342448011439,-1.5771570672976551,-0.1326570714714231,-0.4743402173828581,0.0,0.10054937578565609,0.2543613098014389,-0.8808981927017112,-0.7990234037475582
Villa,4,7,9,1.01,0.32,24,0.0,0.62,6.86,15.1,Wednesday,Winter,1,8.13,2,6,2,-0.028478554847755435,1.5005459039552316,0.05994305046580039,-0.8231613838974272,-1.6796089797898952,0.0,-0.7961864247267118,-1.4967081785822294,0.39489226791531246,-0.9307372385411861
Independent House,5,4,5,3.23,11.31,24,0.0,1.64,6.41,41.1,Friday,Summer,0,12.35,1,0,1,0.47182038166686574,-0.10983632648654133,-1.249737043744964,-0.16525598750870224,1.2639251755108465,0.0,-0.7961864247267118,0.42381964738695493,0.1034680510230989,1.3523025645483613
Villa,7,6,6,9.77,12.53,24,0.0,1.95,7.02,39.9,Wednesday,Summer,0,24.9,2,6,1,1.4724182546961082,0.9637518271413074,-0.9223170201922729,1.7728977477986225,1.5906869288745318,0.0,-0.7961864247267118,1.0075094768481778,0.4985097672547656,1.2469314967134588
Villa,3,6,8,2.17,2.64,24,0.0,1.99,6.39,12.9,Thursday,Winter,0,9.83,2,4,2,-0.5287774913623766,0.9637518271413074,-0.2674769730868907,-0.4793909965952106,-1.0582259733933783,0.0,-0.7961864247267118,1.0828242935528518,0.0905158636056669,-1.12391752957184
Independent House,2,5,13,2.6,4.49,24,0.55,1.61,4.63,8.9,Sunday,Winter,1,9.9,1,3,2,-1.0290764278769977,0.426957750327383,1.3696231446765648,-0.3519588702676647,-0.5627265932927075,0.0,0.02582139240962553,0.3673335348584499,-1.0492766291283233,-1.4751544223548472
Apartment,3,4,14,0.95,5.93,24,0.55,2.29,5.74,28.6,Wednesday,Spring/Autumn,0,8.0,0,6,0,-0.5287774913623766,-0.10983632648654133,1.697043168229256,-0.8409426108268523,-0.17704058932245578,0.0,0.02582139240962553,1.647685418837906,-0.33043022746086326,0.2546872746014635
Independent House,3,3,10,0.68,2.49,24,0.0,1.46,6.15,13.8,Monday,Winter,0,6.0,1,1,2,-0.5287774913623766,-0.6466304033004656,0.3873630740184915,-0.9209581320092647,-1.0984015988069462,0.0,-0.7961864247267118,0.0849029722159225,-0.06491038540351317,-1.0448892286956635
Villa,1,9,9,8.52,11.57,24,1.2,2.11,7.94,31.7,Tuesday,Summer,0,17.87,2,5,1,-1.529375364391619,2.5741340575830804,0.05994305046580039,1.4024555201022684,1.3335629262276976,0.0,0.9972851762980239,1.3087687436668731,1.0943103884566248,0.526895866508294
Independent House,1,5,6,5.98,10.95,24,0.0,1.45,4.49,40.7,Tuesday,Summer,0,13.82,1,5,1,-1.529375364391619,0.426957750327383,-0.9223170201922729,0.6497169134232771,1.1675036745182832,0.0,-0.7961864247267118,0.066074268039754,-1.139941941050345,1.3171788752700606
Apartment,2,3,5,5.9,10.21,24,0.0,1.23,6.49,37.2,Thursday,Summer,0,14.07,0,4,1,-1.0290764278769977,-0.6466304033004656,-1.249737043744964,0.6260086108507104,0.9693039224780153,0.0,-0.7961864247267118,-0.34815722383595243,0.1552768006928258,1.0098465940849293
Apartment,5,2,10,5.46,7.13,24,0.74,0.24,6.18,39.7,Monday,Summer,0,14.91,0,1,1,0.47182038166686574,-1.18342448011439,0.3873630740184915,0.4956129467015936,0.1443644139860875,0.0,0.3097877292385419,-2.2121989372766313,-0.045482104277366014,1.2293696520743087
Apartment,6,2,8,5.31,8.84,24,0.0,0.91,7.43,43.5,Monday,Summer,0,16.21,0,1,1,0.9721193181814869,-1.18342448011439,-0.2674769730868907,0.451159879378031,0.6023665437007616,0.0,-0.7961864247267118,-0.9506757574733435,0.7640296093121157,1.5630447002181653
Villa,1,8,6,6.81,10.29,24,0.0,2.44,7.45,32.2,Thursday,Summer,0,17.41,2,4,1,-1.529375364391619,2.037339980769156,-0.9223170201922729,0.895690552613656,0.9907309226985844,0.0,-0.7961864247267118,1.930115981480433,0.7769817967295477,0.5708004781061702
Independent House,4,4,6,7.91,11.55,24,0.88,0.9,3.53,37.8,Wednesday,Summer,0,17.87,1,6,1,-0.028478554847755435,-0.10983632648654133,-0.9223170201922729,1.2216797129864476,1.3282061761725552,0.0,0.5190260826914278,-0.969504461649512,-1.7616469370870673,1.0625321280023798
Independent House,7,3,8,5.17,11.42,24,0.0,0.63,3.14,41.6,Friday,Summer,0,14.02,1,0,1,1.4724182546961082,-0.6466304033004656,-0.2674769730868907,0.40967034987603945,1.2933873008141294,0.0,-0.7961864247267118,-1.4778794744060608,-2.014214591726985,1.3962071761462371
Apartment,2,2,8,0.0,3.21,24,0.0,1.67,8.4,24.5,Wednesday,Spring/Autumn,0,5.78,0,6,0,-1.0290764278769977,-1.18342448011439,-0.2674769730868907,-1.1224787038760815,-0.9055585968218203,0.0,-0.7961864247267118,0.4803057599154604,1.392210699057554,-0.10533054050111902
Apartment,6,2,11,0.69,6.14,24,0.0,1.57,3.25,23.3,Saturday,Spring/Autumn,1,7.48,0,2,0,0.9721193181814869,-1.18342448011439,0.7147830975711826,-0.9179945941876939,-0.12079471374346072,0.0,-0.7961864247267118,0.2920187181537759,-1.942977560931111,-0.21070160833602114
Independent House,6,5,9,10.41,7.03,24,0.0,2.33,7.32,38.9,Sunday,Summer,1,29.3,1,3,1,0.9721193181814869,0.426957750327383,0.05994305046580039,1.9625641683791561,0.11758066371037565,0.0,-0.7961864247267118,1.72300023554258,0.6927925785162417,1.159122273517707
Apartment,4,2,8,1.65,3.63,24,0.0,1.0,4.93,28.7,Saturday,Spring/Autumn,1,8.28,0,2,0,-0.028478554847755435,-1.18342448011439,-0.2674769730868907,-0.6334949633168939,-0.7930668456638302,0.0,-0.7961864247267118,-0.7812174198878273,-0.8549938178668477,0.2634681969210385
Apartment,6,4,13,0.84,3.34,24,1.11,1.4,3.92,11.8,Sunday,Winter,1,7.54,0,3,2,0.9721193181814869,-0.10983632648654133,1.3696231446765648,-0.8735415268641314,-0.8707397214633948,0.0,0.862774806221169,-0.028069252841088462,-1.5090792824471488,-1.220507675087167
Independent House,4,6,4,0.57,8.33,24,0.7,1.14,5.88,27.6,Monday,Spring/Autumn,0,7.63,1,1,0,-0.028478554847755435,0.9637518271413074,-1.5771570672976551,-0.953557048046544,0.4657694172946307,0.0,0.2500053425377174,-0.5176155614214688,-0.23976491553884152,0.1668780514057117
Villa,4,5,6,5.7,11.54,24,2.03,1.19,6.59,38.8,Wednesday,Summer,0,17.84,2,6,1,-0.028478554847755435,0.426957750327383,-0.9223170201922729,0.5667378544192937,1.3255278011449836,0.0,2.2377697003401327,-0.42347204054062637,0.2200377377799841,1.1503413511981317
Independent House,5,3,5,4.14,3.32,24,0.0,1.58,5.23,25.0,Tuesday,Spring/Autumn,0,13.81,1,5,0,0.47182038166686574,-0.6466304033004656,-1.249737043744964,0.10442595425424352,-0.8760964715185372,0.0,-0.7961864247267118,0.3108474223299444,-0.6607110066053716,-0.06142592890324312
Independent House,2,5,6,2.04,11.92,24,0.0,1.9,7.16,23.6,Sunday,Spring/Autumn,1,10.0,1,3,0,-1.0290764278769977,0.426957750327383,-0.9223170201922729,-0.5179169882756314,1.427306052192689,0.0,-0.7961864247267118,0.9133659559673353,0.5891750791767879,-0.18435884137729552
Independent House,5,6,6,3.6,3.54,24,0.0,1.71,6.84,13.0,Sunday,Spring/Autumn,1,12.94,1,3,0,0.47182038166686574,0.9637518271413074,-0.9223170201922729,-0.055605088110581374,-0.817172220911971,0.0,-0.7961864247267118,0.5556205766201344,0.3819400804978804,-1.1151366072522648
Villa,6,6,7,8.69,8.15,24,0.94,2.1,8.41,30.0,Saturday,Summer,1,25.01,2,2,1,0.9721193181814869,0.9637518271413074,-0.5948969966395818,1.4528356630689725,0.41755866679834935,0.0,0.6086996627426645,1.2899400394907052,1.3986867927662696,0.3776201870755159
Villa,7,6,12,0.75,3.16,24,0.0,0.72,6.92,17.7,Saturday,Winter,1,7.48,2,2,2,1.4724182546961082,0.9637518271413074,1.0422031211238738,-0.900213367258269,-0.9189504719596763,0.0,-0.7961864247267118,-1.3084211368205447,0.4337488301676073,-0.7024332582322315
Villa,3,9,12,0.11,2.29,24,1.35,2.12,9.48,4.5,Friday,Winter,0,9.45,2,0,2,-0.5287774913623766,2.5741340575830804,1.0422031211238738,-1.0898797878388022,-1.15196909935837,0.0,1.2214691264261162,1.3275974478430421,2.091628819598866,-1.8615150044161553
Apartment,7,3,7,2.48,2.81,24,0.0,1.52,5.21,21.6,Sunday,Spring/Autumn,1,12.11,0,3,0,1.4724182546961082,-0.6466304033004656,-0.5948969966395818,-0.38752132412651474,-1.012693597924668,0.0,-0.7961864247267118,0.19787519727293343,-0.6736631940228037,-0.35997728776879917
Apartment,3,2,7,0.56,3.27,24,0.0,0.08,6.78,11.8,Monday,Winter,0,4.96,0,1,2,-0.5287774913623766,-1.18342448011439,-0.5948969966395818,-0.9565205858681147,-0.8894883466563931,0.0,-0.7961864247267118,-2.513458204095327,0.3430835182455856,-1.220507675087167
Apartment,3,4,10,8.7,12.56,24,1.08,1.27,6.15,39.5,Monday,Summer,0,19.17,0,1,1,-0.5287774913623766,-0.10983632648654133,0.3873630740184915,1.4557992008905434,1.5987220539572458,0.0,0.8179380161955505,-0.27284240713127844,-0.06491038540351317,1.2118078074351581
Apartment,2,3,9,8.71,10.53,24,0.0,1.12,6.51,40.8,Thursday,Summer,0,18.21,0,4,1,-1.0290764278769977,-0.6466304033004656,0.05994305046580039,1.4587627387121145,1.055011923360293,0.0,-0.7961864247267118,-0.5552729697738054,0.16822898811025722,1.3259597975896353
Villa,5,7,4,6.65,10.83,24,1.04,1.84,7.37,37.6,Thursday,Summer,0,20.13,2,4,1,0.47182038166686574,1.5005459039552316,-1.5771570672976551,0.8482739474685229,1.135363174187429,0.0,0.7581556294947259,0.8003937309103247,0.7251730470598209,1.04497028336323
Independent House,7,6,7,5.4,9.03,24,0.0,1.12,6.26,35.4,Wednesday,Summer,0,17.05,1,6,1,1.4724182546961082,0.9637518271413074,-0.5948969966395818,0.4778317197721687,0.6532556692246141,0.0,-0.7961864247267118,-0.5552729697738054,0.006326645392360861,0.8517899923325756
Independent House,7,4,10,6.66,12.53,24,0.77,1.17,6.37,32.9,Saturday,Summer,1,18.81,1,2,1,1.4724182546961082,-0.10983632648654133,0.3873630740184915,0.8512374852900937,1.5906869288745318,0.0,0.3546245192641604,-0.46112944889296337,0.07756367618823547,0.632266934343196
Apartment,5,3,14,2.05,4.13,24,0.0,0.37,8.68,29.2,Sunday,Spring/Autumn,1,9.56,0,3,0,0.47182038166686574,-0.6466304033004656,1.697043168229256,-0.5149534504540606,-0.6591480942852705,0.0,-0.7961864247267118,-1.967425782986441,1.5735413229015975,0.3073728085189144
Villa,4,8,4,0.0,2.56,24,0.0,2.09,6.73,4.7,Saturday,Winter,1,7.45,2,2,2,-0.028478554847755435,2.037339980769156,-1.5771570672976551,-1.1224787038760815,-1.0796529736139477,0.0,-0.7961864247267118,1.2711113353145362,0.3107030497020064,-1.843953159777005
Apartment,6,4,12,9.74,11.47,24,0.8,1.43,4.37,40.0,Saturday,Summer,1,23.79,0,2,1,0.9721193181814869,-0.10983632648654133,1.0422031211238738,1.7640071343339103,1.3067791759519856,0.0,0.3994613092897788,0.02841685968741701,-1.2176550655549354,1.255712419033034
Apartment,4,2,12,4.31,4.4,24,0.0,0.57,5.12,20.9,Sunday,Spring/Autumn,1,12.15,0,3,0,-0.028478554847755435,-1.18342448011439,1.0422031211238738,0.15480609722094765,-0.5868319685408482,0.0,-0.7961864247267118,-1.590851699463072,-0.7319480374012463,-0.4214437440058257
Independent House,5,3,5,8.17,9.98,24,1.18,0.81,2.04,38.9,Sunday,Summer,1,19.35,1,3,1,0.47182038166686574,-0.6466304033004656,-1.249737043744964,1.2987316963472892,0.9077012968438778,0.0,0.9673939829476116,-1.1389627992350282,-2.7265848996857294,1.159122273517707
Apartment,2,3,10,0.0,7.24,24,0.0,0.57,6.27,9.8,Wednesday,Winter,0,4.97,0,6,2,-1.0290764278769977,-0.6466304033004656,0.3873630740184915,-1.1224787038760815,0.1738265392893707,0.0,-0.7961864247267118,-1.590851699463072,0.012802739101076578,-1.3961261214786707
Villa,3,5,11,0.35,6.79,24,0.0,1.21,7.83,25.4,Thursday,Spring/Autumn,0,6.53,2,4,0,-0.5287774913623766,0.426957750327383,0.7147830975711826,-1.0187548801211022,0.05329966304866694,0.0,-0.7961864247267118,-0.3858146321882894,1.02307335766075,-0.02630223962494252
Apartment,7,4,5,3.16,2.62,24,0.0,1.04,5.41,24.0,Tuesday,Spring/Autumn,0,11.45,0,5,0,1.4724182546961082,-0.10983632648654133,-1.249737043744964,-0.18600075225969803,-1.0635827234485207,0.0,-0.7961864247267118,-0.7059026031831533,-0.5441413198484865,-0.14923515209899493
Independent House,1,4,4,8.85,11.93,24,0.0,2.02,6.26,43.7,Friday,Summer,0,18.07,1,0,1,-1.529375364391619,-0.10983632648654133,-1.5771570672976551,1.500252268214106,1.4299844272202602,0.0,-0.7961864247267118,1.1393104060813573,0.006326645392360861,1.580606544857316
Villa,2,8,12,1.74,9.34,24,0.0,2.68,8.01,24.0,Tuesday,Spring/Autumn,0,10.04,2,5,0,-1.0290764278769977,2.037339980769156,1.0422031211238738,-0.6068231229227565,0.7362852950793212,0.0,-0.7961864247267118,2.3820048817084767,1.1396430444176353,-0.14923515209899493
Independent House,6,5,7,2.31,1.84,24,0.71,1.31,4.39,12.0,Sunday,Winter,1,11.23,1,3,2,0.9721193181814869,0.426957750327383,-0.5948969966395818,-0.43790146709321887,-1.272495975599074,0.0,0.2649509392129235,-0.19752759042660448,-1.204702878137504,-1.2029458304480167
Independent House,2,5,14,8.6,13.22,24,0.0,2.14,3.46,38.8,Saturday,Summer,1,23.49,1,2,1,-1.0290764278769977,0.426957750327383,1.697043168229256,1.426163822674835,1.7754948057769444,0.0,-0.7961864247267118,1.365254856195379,-1.806979593048078,1.1503413511981317
Independent House,4,6,9,6.67,9.17,24,0.0,1.77,7.04,37.3,Saturday,Summer,1,19.1,1,2,1,-0.028478554847755435,0.9637518271413074,0.05994305046580039,0.8542010231116645,0.6907529196106109,0.0,-0.7961864247267118,0.6685928016771453,0.5114619546721976,1.018627516404504
Villa,3,8,4,0.23,2.67,24,1.1,2.37,7.82,12.9,Tuesday,Winter,0,8.05,2,5,2,-0.5287774913623766,2.037339980769156,-1.5771570672976551,-1.0543173339799523,-1.0501908483106648,0.0,0.8478292095459629,1.798315052247254,1.0165972639520344,-1.12391752957184
Independent House,6,4,8,0.67,3.55,24,0.0,1.3,6.43,4.4,Saturday,Winter,1,8.14,1,2,2,0.9721193181814869,-0.10983632648654133,-0.2674769730868907,-0.9239216698308356,-0.8144938458843998,0.0,-0.7961864247267118,-0.21635629460277297,0.11642023844053033,-1.8702959267357302
Apartment,2,2,10,12.64,12.57,24,0.66,0.0,3.04,42.7,Saturday,Summer,1,25.52,0,2,1,-1.0290764278769977,-1.18342448011439,0.3873630740184915,2.623433102589452,1.6014004289848167,0.0,0.19022295583689294,-2.664087837504675,-2.078975528814144,1.4927973216615642
