AC_Usage_Hours,Family_Members,Water_Motor_Usage_Hours,Rooms_per_Person,Total_Appliance_Hours,Daily_Appliance_Usage_Count,Washing_Machine_Usage_Hours,Lighting_Hours,Outdoor_Temperature_C,Number_of_Rooms,Fan_Usage_Hours,Day_of_Week_Encoded,Daily_Electricity_Consumption_kWh
0.21,3,1.24,1.3333333333333333,35.88999999999999,5,1.08,4.28,15.0,4,5.08,4,5.84
10.35,4,1.9,0.75,49.699999999999996,4,0.0,6.37,36.1,3,7.08,5,23.35
1.82,7,0.97,0.2857142857142857,36.54,13,0.88,7.06,18.2,2,1.81,0,10.39
0.0,3,1.87,0.6666666666666666,32.89,5,0.0,4.8,12.8,2,2.22,0,5.34
3.54,6,1.82,1.0,42.31,9,1.07,5.02,16.5,6,6.86,1,14.22
1.04,3,1.36,3.0,40.33,5,0.0,7.79,23.0,9,6.14,2,9.63
0.72,4,2.28,1.75,37.809999999999995,9,0.88,4.94,18.6,7,4.99,6,8.35
3.33,7,0.97,0.7142857142857143,49.309999999999995,10,0.0,7.8,33.9,5,13.21,4,13.91
0.52,2,0.39,1.0,32.63,12,0.0,5.26,0.6,2,2.46,4,4.9
7.84,6,1.27,0.5,48.83,13,0.98,6.15,44.7,3,8.59,4,17.74
9.7,5,0.25,0.8,47.33,5,0.5,5.77,38.0,4,7.11,2,23.66
1.57,2,1.13,2.5,39.38,4,0.0,6.26,23.1,5,6.42,3,8.4
1.61,5,1.09,0.8,34.22,9,0.0,6.13,13.7,4,1.39,3,9.17
0.0,2,1.18,1.5,29.93,7,0.0,4.23,3.9,3,0.52,2,5.24
4.04,7,2.08,0.42857142857142855,43.13999999999999,6,0.0,6.76,24.3,3,6.26,4,14.52
7.74,2,1.43,2.5,46.14,13,0.0,4.41,32.7,5,8.56,3,18.43
2.43,2,1.23,1.0,35.84,9,1.1,5.81,15.5,2,1.27,1,9.54
1.12,5,1.13,0.4,35.8,6,1.12,6.26,12.6,2,2.17,4,7.52
9.31,4,2.03,1.5,53.96,6,0.97,7.68,34.5,6,9.97,0,23.28
2.02,2,2.01,2.0,42.76,9,0.0,6.61,25.6,4,8.12,0,8.2
10.26,6,1.2,0.6666666666666666,56.690000000000005,10,0.63,6.96,37.2,4,13.64,2,26.92
9.14,1,1.09,4.0,51.07,5,0.83,6.55,37.2,4,9.46,2,19.28
2.06,1,1.26,3.0,40.06,7,0.0,7.28,20.5,3,5.46,5,7.96
0.24,5,1.12,1.4,36.81,6,0.0,7.6,33.8,7,3.85,5,8.34
0.0,3,1.23,1.3333333333333333,32.46,7,0.0,3.83,23.9,4,3.4,1,5.5
0.0,7,0.95,0.2857142857142857,36.66,14,0.0,3.16,24.9,2,8.55,1,6.42
2.56,3,1.13,1.3333333333333333,35.31,12,0.0,4.9,28.7,4,2.72,6,9.17
4.74,1,2.14,7.0,47.36,13,0.0,4.54,31.9,7,11.94,1,11.73
3.07,5,2.15,0.4,42.739999999999995,5,0.73,6.26,35.6,2,6.53,5,11.11
4.11,3,0.77,0.6666666666666666,42.5,8,3.0,5.33,30.5,2,5.29,3,12.2
1.23,5,2.28,1.2,38.690000000000005,11,0.0,6.95,16.7,6,4.23,6,9.42
6.46,5,2.45,1.2,49.620000000000005,13,0.63,6.29,38.1,6,9.79,5,17.04
0.32,2,0.8,4.5,33.64,7,0.0,7.43,9.5,9,1.09,6,6.74
0.38,3,1.49,1.6666666666666667,38.49999999999999,9,2.33,6.96,25.8,5,3.34,4,7.25
0.61,3,1.6,0.6666666666666666,32.77,6,0.0,5.05,17.8,2,1.51,2,6.0
2.55,1,2.1,3.0,43.050000000000004,5,0.0,6.46,22.9,3,7.94,2,10.11
0.85,7,1.16,0.42857142857142855,40.129999999999995,12,0.0,7.22,26.7,3,6.9,4,8.1
1.47,7,1.7,0.2857142857142857,37.760000000000005,7,1.08,5.43,15.9,2,4.08,0,9.59
0.15,6,1.01,0.6666666666666666,38.650000000000006,12,1.05,6.85,25.8,4,5.59,5,7.46
7.46,5,1.05,0.6,45.14,5,0.57,3.68,43.9,3,8.38,3,19.24
7.23,7,0.58,0.42857142857142855,50.45,9,0.0,7.53,39.7,3,11.11,0,19.2
5.48,3,0.59,1.0,48.02,4,1.17,7.6,37.3,3,9.18,1,14.27
5.14,6,1.11,0.8333333333333334,40.9,6,0.0,5.22,31.7,5,5.43,5,14.99
4.94,5,2.09,1.8,46.13,7,1.0,6.26,36.4,9,7.84,5,18.24
8.21,2,1.44,4.5,50.61999999999999,11,0.94,5.69,38.6,9,10.34,4,18.81
1.25,2,1.55,1.0,34.18,5,0.59,2.83,25.8,2,3.96,6,6.85
0.76,6,0.82,0.3333333333333333,41.84,9,0.55,8.3,22.6,2,7.41,6,7.59
3.44,5,1.23,0.8,41.78,5,0.97,6.23,19.0,4,5.91,5,11.34
7.72,6,0.98,0.3333333333333333,48.709999999999994,13,2.12,6.43,25.7,2,7.46,4,20.3
0.77,5,1.41,0.8,37.1,4,0.0,6.88,10.4,4,4.04,5,6.71
8.08,4,1.82,0.5,50.830000000000005,10,0.86,5.67,39.2,2,10.4,2,20.54
2.19,5,1.89,0.6,38.93,14,0.0,5.86,20.3,3,4.99,1,11.53
6.77,1,1.88,4.0,44.94,10,0.96,4.08,40.1,4,7.25,1,15.38
0.0,6,1.59,0.6666666666666666,43.050000000000004,13,0.0,7.72,17.7,4,9.74,6,7.15
9.1,4,1.51,0.75,47.839999999999996,9,0.0,3.94,32.4,3,9.29,3,20.81
0.32,6,0.51,0.5,37.620000000000005,13,0.0,6.68,27.1,3,6.11,4,6.48
1.27,5,0.99,0.6,42.21,14,0.89,6.2,28.9,3,8.86,6,8.8
0.0,6,1.39,0.6666666666666666,38.45,10,0.58,7.59,25.1,4,4.89,5,6.72
3.35,5,1.33,1.0,46.79,4,0.0,10.42,25.5,5,7.69,6,12.64
1.4,6,1.4,0.6666666666666666,39.720000000000006,6,0.91,6.42,20.9,4,5.59,5,9.53
1.75,4,2.21,1.75,40.370000000000005,9,0.0,8.63,18.0,7,3.78,4,10.74
